,day,cals,type_meal,meal,link,title,Calories,Carbs,Fat,Protein,Fiber,receita,obs,Meal
595,99,3019,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
596,99,3019,Snack,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>"
597,100,3000,Breakfast,Tropical protein smoothie,https://www.eatthismuch.com/food/browse/?q=Tropical%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>"
598,100,3000,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
599,100,3000,Lunch,Peanut Butter & Celery,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Celery,Peanut Butter & Celery,836.0,107.0,162.0,86.0,46.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>"
600,100,3000,Dinner,BBQ Chicken Sandwich,https://www.eatthismuch.com/food/browse/?q=BBQ%20Chicken%20Sandwich,BBQ Chicken Sandwich,1880.0,402.0,149.0,418.0,49.0,"https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>"
601,100,3000,Dinner,Easy Hard-Boiled Eggs,https://www.eatthismuch.com/food/browse/?q=Easy%20Hard-Boiled%20Eggs,Easy Hard-Boiled Eggs,288.0,4.0,48.0,63.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>"
602,100,3000,Snack,Apples and Almond Butter,https://www.eatthismuch.com/food/browse/?q=Apples%20and%20Almond%20Butter,Apples and Almond Butter,291.0,311.0,181.0,72.0,77.0,"https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>"
603,100,3000,Snack,Strawberries,https://www.eatthismuch.com/food/browse/?q=Strawberries,Strawberries,46.0,111.0,4.0,10.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/>Strawberries</a>"
604,101,3007,Breakfast,Tropical protein smoothie,https://www.eatthismuch.com/food/browse/?q=Tropical%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>"
605,101,3007,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
606,101,3007,Lunch,Peanut Butter & Celery,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Celery,Peanut Butter & Celery,836.0,107.0,162.0,86.0,46.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>"
607,101,3007,Dinner,Tomato Mozzarella Tuna Melt,https://www.eatthismuch.com/food/browse/?q=Tomato%20Mozzarella%20Tuna%20Melt,Tomato Mozzarella Tuna Melt,1844.0,316.0,158.0,511.0,62.0,"https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/>Tomato Mozzarella Tuna Melt</a>"
608,101,3007,Snack,Peanut butter and jelly,https://www.eatthismuch.com/food/browse/?q=Peanut%20butter%20and%20jelly,Peanut butter and jelly,371.0,417.0,184.0,124.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>"
609,101,3007,Snack,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>"
610,102,2977,Breakfast,Turkey and Cheese Omelet,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Cheese%20Omelet,"Eggs, Cheese, Turkey Sausage Omelet",368.0,23.0,245.0,325.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/>Turkey and Cheese Omelet</a>"
611,102,2977,Breakfast,Cinnamon Toast,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Toast,Buttered Toast with Cinnamon,144.0,182.0,56.0,56.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Cinnamon Toast</a>"
612,102,2977,Lunch,Peanut Butter and Honey Sandwich on Rye,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20and%20Honey%20Sandwich%20on%20Rye,Peanut Butter and Honey Sandwich on Rye,1480.0,421.0,181.0,132.0,63.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-sandwich-on-rye,717828/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-sandwich-on-rye,717828/>Peanut Butter and Honey Sandwich on Rye</a>"
613,102,2977,Dinner,Pasta Caprice,https://www.eatthismuch.com/food/browse/?q=Pasta%20Caprice,Pasta Caprice,1452.0,589.0,77.0,162.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/pasta-caprice,927225/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-caprice,927225/>Pasta Caprice</a>"
614,102,2977,Dinner,"Zucchini ""Pasta""","https://www.eatthismuch.com/food/browse/?q=Zucchini%20""Pasta""","Zucchini ""Pasta""",828.0,167.0,98.0,143.0,43.0,"https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/>Zucchini ""Pasta""</a>"
615,102,2977,Snack,Paleo Avocado Tuna Salad (Tuna in Water),https://www.eatthismuch.com/food/browse/?q=Paleo%20Avocado%20Tuna%20Salad%20(Tuna%20in%20Water),Paleo Avocado Tuna Salad (Tuna in Water),357.0,138.0,223.0,304.0,95.0,"https://www.eatthismuch.com/recipe/nutrition/paleo-avocado-tuna-salad-tuna-in-water,3172586/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/paleo-avocado-tuna-salad-tuna-in-water,3172586/>Paleo Avocado Tuna Salad (Tuna in Water)</a>"
616,103,3017,Breakfast,Tasty Turkey & Spinach Omelet,https://www.eatthismuch.com/food/browse/?q=Tasty%20Turkey%20Spinach%20Omelet,Tasty Turkey & Spinach Omelet,425.0,188.0,175.0,471.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>"
617,103,3017,Lunch,Cinnamon-Raisin Peanut Butter Sandwich,https://www.eatthismuch.com/food/browse/?q=Cinnamon-Raisin%20Peanut%20Butter%20Sandwich,Cinnamon-Raisin Peanut Butter Sandwich,1580.0,482.0,181.0,150.0,70.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>"
618,103,3017,Dinner,Garlic Angel Hair Pasta with Roasted Asparagus and Onions,https://www.eatthismuch.com/food/browse/?q=Garlic%20Angel%20Hair%20Pasta%20with%20Roasted%20Asparagus%20and%20Onions,Garlic Angel Hair Pasta with Roasted Asparagus and Onions,988.0,344.0,75.0,106.0,22.0,"https://www.eatthismuch.com/recipe/nutrition/garlic-angel-hair-pasta-with-roasted-asparagus-and,905503/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/garlic-angel-hair-pasta-with-roasted-asparagus-and,905503/>Garlic Angel Hair Pasta with Roasted Asparagus and Onions</a>"
619,103,3017,Dinner,Cheese Rosti,https://www.eatthismuch.com/food/browse/?q=Cheese%20Rosti,Cheese Rosti,2120.0,665.0,224.0,178.0,81.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-rosti,57076/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-rosti,57076/>Cheese Rosti</a>"
620,103,3017,Snack,Simple Caprese Sandwich,https://www.eatthismuch.com/food/browse/?q=Simple%20Caprese%20Sandwich,Simple Caprese Sandwich,353.0,520.0,87.0,169.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/simple-caprese-sandwich,55543/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/simple-caprese-sandwich,55543/>Simple Caprese Sandwich</a>"
621,104,3002,Breakfast,Blackberry Chocolate Shake,https://www.eatthismuch.com/food/browse/?q=Blackberry%20Chocolate%20Shake,Blackberry Chocolate Shake,154.0,92.0,145.0,15.0,39.0,"https://www.eatthismuch.com/recipe/nutrition/blackberry-chocolate-shake,925723/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/blackberry-chocolate-shake,925723/>Blackberry Chocolate Shake</a>"
622,104,3002,Breakfast,Cheese On Toast,https://www.eatthismuch.com/food/browse/?q=Cheese%20On%20Toast,Cheese On Toast,257.0,183.0,151.0,123.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/>Cheese On Toast</a>"
623,104,3002,Lunch,Coconut Milk Protein Shake,https://www.eatthismuch.com/food/browse/?q=Coconut%20Milk%20Protein%20Shake,Coconut Milk Protein Shake,1440.0,190.0,80.0,510.0,20.0,"https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>"
624,104,3002,Lunch,Horseradish Dill Cottage Cheese Dip,https://www.eatthismuch.com/food/browse/?q=Horseradish%20Dill%20Cottage%20Cheese%20Dip,Horseradish Dill Cottage Cheese Dip,796.0,147.0,26.0,293.0,16.0,"https://www.eatthismuch.com/recipe/nutrition/horseradish-dill-cottage-cheese-dip,971472/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/horseradish-dill-cottage-cheese-dip,971472/>Horseradish Dill Cottage Cheese Dip</a>"
625,104,3002,Dinner,Pasta with Lentil Soup Sauce,https://www.eatthismuch.com/food/browse/?q=Pasta%20with%20Lentil%20Soup%20Sauce,Pasta with Lentil Soup Sauce,1140.0,551.0,14.0,116.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/pasta-with-lentil-soup-sauce,45292/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-with-lentil-soup-sauce,45292/>Pasta with Lentil Soup Sauce</a>"
626,104,3002,Dinner,Asparagus Parmesan,https://www.eatthismuch.com/food/browse/?q=Asparagus%20Parmesan,Parmesan Asparagus,880.0,80.0,178.0,99.0,40.0,"https://www.eatthismuch.com/recipe/nutrition/parmesan-asparagus,1014242/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/parmesan-asparagus,1014242/>Asparagus Parmesan</a>"
627,104,3002,Snack,Peanut Butter and Banana Toast,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20and%20Banana%20Toast,Peanut Butter Banana Toast,385.0,517.0,173.0,121.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-toast,39533/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-toast,39533/>Peanut Butter and Banana Toast</a>"
628,104,3002,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
629,105,3005,Breakfast,Brown Sugar Pecan Oatmeal,https://www.eatthismuch.com/food/browse/?q=Brown%20Sugar%20Pecan%20Oatmeal,Brown Sugar Pecan Oatmeal,386.0,770.0,75.0,114.0,118.0,"https://www.eatthismuch.com/recipe/nutrition/brown-sugar-pecan-oatmeal,1023378/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/brown-sugar-pecan-oatmeal,1023378/>Brown Sugar Pecan Oatmeal</a>"
630,105,3005,Breakfast,Banana Almond Butter,https://www.eatthismuch.com/food/browse/?q=Banana%20Almond%20Butter,Banana Almond Butter,203.0,300.0,93.0,46.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>"
631,105,3005,Lunch,"ALT (Avocado, Lettuce, and Tomato) Sandwiches","https://www.eatthismuch.com/food/browse/?q=ALT%20(Avocado,%20Lettuce,%20and%20Tomato)%20Sandwiches","ALT (Avocado, Lettuce, and Tomato) Sandwiches",1044.0,295.0,92.0,162.0,70.0,"https://www.eatthismuch.com/recipe/nutrition/alt-avocado-lettuce-and-tomato-sandwiches,386790/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/alt-avocado-lettuce-and-tomato-sandwiches,386790/>ALT (Avocado, Lettuce, and Tomato) Sandwiches</a>"
632,105,3005,Lunch,Carrots,https://www.eatthismuch.com/food/browse/?q=Carrots,Carrots,344.0,203.0,3.0,16.0,71.0,"https://www.eatthismuch.com/recipe/nutrition/carrots,478666/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots,478666/>Carrots</a>"
633,105,3005,Dinner,Tomato Mozzarella Tuna Melt,https://www.eatthismuch.com/food/browse/?q=Tomato%20Mozzarella%20Tuna%20Melt,Tomato Mozzarella Tuna Melt,1844.0,316.0,158.0,511.0,62.0,"https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/>Tomato Mozzarella Tuna Melt</a>"
634,105,3005,Dinner,Sea Salt Edamame,https://www.eatthismuch.com/food/browse/?q=Sea%20Salt%20Edamame,Sea Salt Edamame,588.0,111.0,68.0,130.0,42.0,"https://www.eatthismuch.com/recipe/nutrition/sea-salt-edamame,33763/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/sea-salt-edamame,33763/>Sea Salt Edamame</a>"
635,105,3005,Snack,Roast Beef and Cheddar Sandwich,https://www.eatthismuch.com/food/browse/?q=Roast%20Beef%20and%20Cheddar%20Sandwich,Roast Beef and Cheddar Sandwich,450.0,254.0,198.0,413.0,39.0,"https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/>Roast Beef and Cheddar Sandwich</a>"
636,106,3028,Breakfast,Tasty Turkey & Spinach Omelet,https://www.eatthismuch.com/food/browse/?q=Tasty%20Turkey%20Spinach%20Omelet,Tasty Turkey & Spinach Omelet,425.0,188.0,175.0,471.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>"
637,106,3028,Lunch,Tuna and Ranch Garden Salad,https://www.eatthismuch.com/food/browse/?q=Tuna%20and%20Ranch%20Garden%20Salad,Tuna and Ranch Garden Salad,1780.0,347.0,196.0,342.0,78.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-and-ranch-garden-salad,717719/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-and-ranch-garden-salad,717719/>Tuna and Ranch Garden Salad</a>"
638,106,3028,Dinner,Avocado Green Power Salad,https://www.eatthismuch.com/food/browse/?q=Avocado%20Green%20Power%20Salad,Avocado Green Power Salad,1456.0,559.0,116.0,148.0,151.0,"https://www.eatthismuch.com/recipe/nutrition/avocado-green-power-salad,3175446/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-green-power-salad,3175446/>Avocado Green Power Salad</a>"
639,106,3028,Dinner,Stir Fried Mixed Veggies in Soy Sauce,https://www.eatthismuch.com/food/browse/?q=Stir%20Fried%20Mixed%20Veggies%20in%20Soy%20Sauce,Stir Fried Mixed Veggies in Soy Sauce,664.0,196.0,76.0,57.0,58.0,"https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/>Stir Fried Mixed Veggies in Soy Sauce</a>"
640,106,3028,Snack,Cinnamon-Raisin Peanut Butter Sandwich,https://www.eatthismuch.com/food/browse/?q=Cinnamon-Raisin%20Peanut%20Butter%20Sandwich,Cinnamon-Raisin Peanut Butter Sandwich,395.0,482.0,181.0,150.0,70.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>"
641,107,2991,Breakfast,"Breakfast Sandwich with Egg, Cheese, and Ham","https://www.eatthismuch.com/food/browse/?q=Breakfast%20Sandwich%20with%20Egg,%20Cheese,%20and%20Ham","Breakfast Sandwich with Egg, Cheese, and Ham",298.0,293.0,116.0,206.0,44.0,"https://www.eatthismuch.com/recipe/nutrition/breakfast-sandwich-with-egg-cheese-and-ham,907150/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-sandwich-with-egg-cheese-and-ham,907150/>Breakfast Sandwich with Egg, Cheese, and Ham</a>"
642,107,2991,Breakfast,Warm Blueberry Yogurt,https://www.eatthismuch.com/food/browse/?q=Warm%20Blueberry%20Yogurt,Warm Blueberry Yogurt,148.0,164.0,12.0,187.0,21.0,"https://www.eatthismuch.com/recipe/nutrition/warm-blueberry-yogurt,905598/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/warm-blueberry-yogurt,905598/>Warm Blueberry Yogurt</a>"
643,107,2991,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
644,107,2991,Dinner,Spinach & Strawberry Salad,https://www.eatthismuch.com/food/browse/?q=Spinach%20Strawberry%20Salad,"Avocado, Strawberry, and Spinach Salad",1304.0,245.0,243.0,55.0,122.0,"https://www.eatthismuch.com/recipe/nutrition/avocado-strawberry-and-spinach-salad,905716/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-strawberry-and-spinach-salad,905716/>Spinach & Strawberry Salad</a>"
645,107,2991,Snack,Peppered Cottage Cheese,https://www.eatthismuch.com/food/browse/?q=Peppered%20Cottage%20Cheese,Peppered Cottage Cheese,201.0,148.0,53.0,245.0,13.0,"https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/>Peppered Cottage Cheese</a>"
646,108,3022,Breakfast,Egg and Cheese Breakfast Sandwich,https://www.eatthismuch.com/food/browse/?q=Egg%20and%20Cheese%20Breakfast%20Sandwich,Egg and Cheese Breakfast Sandwich,261.0,251.0,90.0,192.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/egg-and-cheese-breakfast-sandwich,717847/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/egg-and-cheese-breakfast-sandwich,717847/>Egg and Cheese Breakfast Sandwich</a>"
647,108,3022,Breakfast,Apple,https://www.eatthismuch.com/food/browse/?q=Apple,Apple,95.0,251.0,3.0,5.0,44.0,"https://www.eatthismuch.com/recipe/nutrition/apple,473713/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apple,473713/>Apple</a>"
648,108,3022,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
649,108,3022,Lunch,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,420.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>"
650,108,3022,Dinner,BLT sandwich,https://www.eatthismuch.com/food/browse/?q=BLT%20sandwich,BLT sandwich,1372.0,293.0,167.0,189.0,50.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>"
651,108,3022,Snack,Apples and Almond Butter,https://www.eatthismuch.com/food/browse/?q=Apples%20and%20Almond%20Butter,Apples and Almond Butter,291.0,311.0,181.0,72.0,77.0,"https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>"
652,108,3022,Snack,Cheese slices,https://www.eatthismuch.com/food/browse/?q=Cheese%20slices,Cheese slices,115.0,4.0,96.0,68.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>"
653,109,3017,Breakfast,Sausage and Egg Breakfast Sandwich,https://www.eatthismuch.com/food/browse/?q=Sausage%20and%20Egg%20Breakfast%20Sandwich,Sausage and Egg Breakfast Sandwich,457.0,250.0,271.0,267.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/>Sausage and Egg Breakfast Sandwich</a>"
654,109,3017,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
655,109,3017,Lunch,Peanut Butter & Celery,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Celery,Peanut Butter & Celery,836.0,107.0,162.0,86.0,46.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>"
656,109,3017,Dinner,BBQ Chicken Sandwich,https://www.eatthismuch.com/food/browse/?q=BBQ%20Chicken%20Sandwich,BBQ Chicken Sandwich,1880.0,402.0,149.0,418.0,49.0,"https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>"
657,109,3017,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
658,109,3017,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
659,110,2980,Breakfast,Broccoli & Feta Omelet with Toast,https://www.eatthismuch.com/food/browse/?q=Broccoli%20Feta%20Omelet%20with%20Toast,Broccoli & Feta Omelet with Toast,334.0,243.0,174.0,229.0,55.0,"https://www.eatthismuch.com/recipe/nutrition/broccoli-feta-omelet-with-toast,853858/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/broccoli-feta-omelet-with-toast,853858/>Broccoli & Feta Omelet with Toast</a>"
660,110,2980,Lunch,Tuna Stuffed Pepper,https://www.eatthismuch.com/food/browse/?q=Tuna%20Stuffed%20Pepper,Tuna Stuffed Pepper,848.0,124.0,28.0,351.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-pepper,1467007/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-pepper,1467007/>Tuna Stuffed Pepper</a>"
661,110,2980,Lunch,Strawberry and Walnut Spinach Salad,https://www.eatthismuch.com/food/browse/?q=Strawberry%20and%20Walnut%20Spinach%20Salad,Strawberry and Walnut Spinach Salad,556.0,118.0,105.0,51.0,32.0,"https://www.eatthismuch.com/recipe/nutrition/strawberry-and-walnut-spinach-salad,905523/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-and-walnut-spinach-salad,905523/>Strawberry and Walnut Spinach Salad</a>"
